                                  1                                  1                5.30975207838769858              213.56646700011609141              196.72352557244590798               16.84294142767018343             -792.59716736386735647
                                  2                                  2                5.38108283105893737              248.76734210774804978              232.28038155089436145               16.48696055685370254             -689.42045651767273284
                                  3                                  1                5.17391170299439551              442.71201117593057006              266.08916933370750257              176.62284184222303907            -1112.09389826513006483
                                  4                                  3                5.45692055028222445              258.53073375822600610              267.73023093661282701               -9.19949717838682801             -708.76631812290702328
                                  5                                  2                5.23740364496138167              484.67119767603662694              305.88885850004146505              178.78233917599516190            -1559.00658364899868502
                                  6                                  1                5.09296743566093024              692.59718497222911537              345.70855172057861182              346.88863325165044671            -2748.75030987347099654
                                  7                                  3                5.31629949505273558              492.69053214770019622              346.82778123213893195              145.86275091556126426            -1680.65151013985610007
                                  8                                  2                5.15308842098579412              741.00222266840478369              390.43238528215806582              350.56983738624677471            -2301.70645078404049855
                                  9                                  1                5.03052677335232179              949.65183192423398850              435.58004936369650295              514.07178256053748555            -2543.10900477309860435
                                 10                                  3                5.23259662889310562              744.10671267300085674              436.82472306105307780              307.28198961194772210            -2509.89362996527370342
                                 11                                  2                5.08664618841095884             1008.60764911924991338              485.86426832765471318              522.74338079159520021            -3234.84126035665667587
                                 12                                  1                4.98097644655658645             1215.80306909160003670              535.68346958777158306              680.11959950382845363            -3627.83098551540797416
                                 13                                  3                5.16513097046563185             1004.45028461260665154              537.69693258398888247              466.75335202861776907            -3663.94594740980483039
                                 14                                  2                5.03201374773870747             1283.41795131183721423              592.18535713940366350              691.23259417243355074            -3028.34612718585185576
                                 15                                  1                4.93976308141730236             1488.27079130186302791              646.02688638552353950              842.24390491633948841            -5060.62815491311994265
                                 16                                  3                5.11240980096516129             1269.08089492063936632              649.40647852409540519              619.67441639654396113            -3336.51795382177579086
                                 17                                  2                4.98917952085419358             1568.02937631024974507              709.35027240251861258              858.67910390773113249            -4221.94514448223253567
                                 18                                  1                4.90201395116397798             1764.85855074943515319              766.57722334017728372              998.28132740925798316            -4777.91769563265188481
                                 19                                  3                5.07088448239996303             1542.03961313025433810              771.97028200294266753              770.06933112731167057            -5078.81727263256561855
                                 20                                  2                4.95028545460386482             1860.16570217444063928              837.34869104480810620             1022.81701112963264677            -6057.35578025016093306
